id_num,held,race,sex,prior.traffic,region,employed,citizen,databases,year,age
67,0,White,Female,1,South,Yes,Yes,1,2004,18
68,1,Black,Male,0,West,Yes,No,0,2002,25
69,0,Black,Male,2,North,Yes,Yes,2,2006,19
70,1,White,Male,2,South,No,No,5,2001,20
71,0,White,Male,2,North,No,Yes,2,2004,17
72,1,Black,Male,1,North,Yes,Yes,1,2003,31
73,1,Black,Male,1,North,No,Yes,1,2002,21
74,1,Black,Female,0,North,No,No,4,2003,30
75,1,Black,Male,2,North,Yes,Yes,3,2004,20
76,1,Black,Male,0,West,Yes,Yes,3,2006,37
77,0,White,Male,1,West,Yes,Yes,0,2005,19
78,0,Black,Male,1,North,No,Yes,2,2003,21
79,1,White,Male,1,North,No,Yes,2,2005,20
80,1,White,Male,2,East,Yes,Yes,3,2005,18
81,0,Black,Male,2,East,Yes,Yes,1,2005,19
82,0,White,Male,2,North,Yes,Yes,2,2005,19
83,1,White,Male,0,South,No,Yes,3,2002,39
84,0,White,Male,0,North,No,Yes,3,2002,34
85,1,White,Male,2,East,No,No,3,2001,18
86,0,White,Male,2,South,Yes,Yes,0,2003,20
87,0,White,Male,0,West,Yes,Yes,1,2004,19
88,0,White,Male,0,West,Yes,Yes,1,2001,40
89,0,Black,Male,1,South,No,No,3,2004,37
90,0,White,Male,2,South,Yes,Yes,2,2006,17
91,0,White,Male,2,North,Yes,Yes,3,2004,25
92,0,White,Male,0,West,Yes,Yes,0,2005,47
93,0,White,Male,1,West,No,No,0,2001,19
94,0,White,Female,2,West,Yes,Yes,0,2002,16
95,0,White,Male,0,West,Yes,Yes,0,2005,28
96,0,White,Female,2,West,Yes,Yes,0,2004,19
97,0,White,Female,2,South,Yes,Yes,0,2005,22
98,0,White,Male,1,West,No,Yes,0,2006,22
99,1,Black,Male,2,North,Yes,Yes,4,2005,29
100,0,White,Male,0,West,Yes,No,0,2003,21
101,0,White,Male,2,East,Yes,Yes,2,2002,42
102,1,White,Male,1,West,Yes,Yes,5,2002,19
103,0,Black,Male,0,West,No,Yes,4,2004,21
104,1,Black,Male,1,West,No,No,4,2001,17
105,0,White,Male,0,West,Yes,Yes,1,2005,21
106,0,White,Male,2,East,No,Yes,4,2004,25
107,0,White,Male,1,West,Yes,Yes,0,2004,21
108,0,Black,Male,1,East,Yes,Yes,1,2004,19
109,0,White,Male,0,West,No,Yes,4,2005,28
110,0,Black,Male,1,East,Yes,Yes,3,2005,24
111,0,White,Male,1,South,No,Yes,1,2005,20
112,0,White,Male,1,North,Yes,Yes,0,2004,27
113,0,Black,Male,0,West,Yes,No,0,2001,21
114,1,White,Male,1,West,Yes,Yes,3,2003,28
115,0,White,Male,2,North,Yes,Yes,3,2002,27
116,0,White,Male,2,West,Yes,Yes,5,2003,18
117,0,White,Male,1,West,Yes,Yes,0,2005,20
118,1,Black,Female,1,West,No,Yes,3,2002,31
119,0,White,Female,1,North,Yes,Yes,0,2005,18
120,0,Black,Male,1,East,No,Yes,3,2005,23
121,0,White,Male,1,South,Yes,Yes,4,2002,21
122,0,White,Male,1,West,Yes,Yes,0,2005,27
123,0,White,Male,1,West,Yes,Yes,5,2005,19
124,0,White,Male,0,East,Yes,Yes,0,2004,17
125,0,White,Male,1,North,Yes,Yes,0,2002,26
126,1,White,Female,0,South,No,Yes,3,2003,38
127,1,White,Male,1,West,Yes,Yes,2,2005,41
128,0,White,Male,1,North,Yes,Yes,0,2003,46
129,0,Black,Male,2,South,No,Yes,6,2003,23
130,0,White,Male,0,South,Yes,Yes,0,2002,23
131,0,White,Male,0,West,Yes,No,0,2004,20
132,0,White,Female,0,East,Yes,Yes,0,2003,45
133,0,White,Male,0,East,Yes,Yes,1,2006,29
134,0,White,Male,2,East,No,Yes,0,2005,20
135,0,White,Male,2,East,Yes,No,2,2001,18
136,0,White,Male,1,East,No,Yes,0,2003,19
137,0,White,Male,1,West,No,Yes,4,2005,22
138,0,Black,Male,0,North,Yes,Yes,1,2004,23
139,0,Black,Male,0,East,Yes,No,0,2004,17
140,1,White,Male,2,South,No,Yes,4,2003,17
141,1,White,Male,2,East,Yes,No,0,2001,45
142,0,White,Male,0,West,Yes,Yes,0,2003,35
143,0,White,Male,1,South,No,Yes,1,2001,32
144,0,Black,Male,2,East,Yes,No,1,2003,37
145,0,White,Male,2,South,Yes,Yes,0,2004,29
146,1,Black,Female,0,West,No,Yes,2,2002,20
147,0,White,Male,0,West,Yes,Yes,2,2004,40
148,0,White,Male,2,West,Yes,Yes,3,2001,35
149,0,White,Male,2,North,Yes,Yes,0,2006,34
150,0,White,Male,1,South,Yes,Yes,0,2006,21
151,0,White,Male,0,West,Yes,Yes,3,2006,22
152,0,White,Male,0,North,Yes,Yes,3,2002,23
153,1,Black,Male,0,West,Yes,No,5,2002,23
154,0,White,Male,1,West,Yes,Yes,2,2004,25
155,0,White,Male,1,West,Yes,Yes,1,2003,22
156,0,White,Male,2,West,No,Yes,3,2005,34
157,0,Black,Male,1,West,Yes,Yes,0,2003,20
158,1,White,Male,0,North,Yes,No,4,2005,22
159,0,Black,Male,0,East,Yes,Yes,3,2004,20
160,0,White,Male,1,East,Yes,Yes,1,2004,22
161,0,White,Female,0,North,Yes,Yes,0,2003,19
162,0,Black,Male,1,South,Yes,Yes,2,2005,33
163,0,White,Male,0,North,Yes,No,4,2003,20
164,0,White,Male,0,South,Yes,Yes,0,2006,21
165,1,White,Male,2,North,Yes,Yes,1,2005,17
166,0,White,Male,1,West,Yes,Yes,0,2005,21
167,0,White,Male,1,West,Yes,Yes,1,2002,25
168,0,White,Male,2,West,Yes,Yes,1,2004,16
169,0,White,Male,1,South,Yes,Yes,0,2005,15
170,0,White,Male,0,North,No,Yes,0,2002,23
171,0,White,Male,0,West,No,Yes,3,2005,31
172,0,Black,Male,2,East,No,No,2,2002,26
173,1,White,Male,2,North,Yes,Yes,3,2002,21
174,1,White,Male,0,South,No,Yes,2,2002,19
175,1,Black,Male,1,East,No,Yes,4,2004,24
176,0,White,Male,0,North,Yes,Yes,2,2006,29
177,0,White,Male,1,East,No,Yes,1,2005,22
178,0,Gr,Male,2,East,Yes,Yes,2,2005,38
179,0,White,Male,1,North,Yes,Yes,0,2005,16
180,0,White,Male,1,North,Yes,Yes,3,2006,33
181,1,Black,Male,0,East,No,No,1,2005,25
182,0,White,Male,0,North,Yes,Yes,1,2003,22
183,1,White,Male,0,West,No,Yes,3,2003,42
184,0,Black,Male,1,West,Yes,No,1,2006,39
185,0,White,Female,0,West,Yes,Yes,0,2004,16
186,0,Black,Male,1,North,Yes,Yes,3,2005,17
187,0,White,Male,1,North,Yes,Yes,2,2003,26
188,0,White,Male,0,North,No,Yes,1,2003,19
189,0,White,Male,0,West,Yes,No,3,2001,3
190,0,White,Male,1,South,Yes,Yes,2,2003,36
191,0,White,Male,1,South,No,Yes,4,2004,23
192,0,Black,Male,0,North,No,Yes,1,2004,35
193,1,White,Male,2,North,Yes,No,1,2001,20
194,0,Black,Male,0,West,No,No,3,2003,31
195,0,White,Male,0,West,Yes,Yes,2,2003,18
196,0,White,Male,1,North,Yes,No,0,2004,28
197,0,White,Male,0,North,Yes,No,0,2001,23
198,0,White,Male,0,West,Yes,Yes,0,2004,22
199,0,White,Male,2,West,Yes,Yes,1,2004,27
200,0,White,Male,2,West,Yes,Yes,1,2004,16
201,0,White,Male,0,North,Yes,Yes,3,2003,34
202,0,Black,Male,0,North,No,Yes,1,2005,25
203,0,White,Male,2,North,Yes,Yes,0,2001,38
204,0,White,Male,1,West,Yes,Yes,2,2005,19
205,1,Black,Male,0,North,Yes,No,2,2004,36
206,0,White,Male,1,South,Yes,Yes,0,2005,18
207,0,White,Male,2,South,Yes,Yes,1,2005,22
208,0,Black,Male,0,South,Yes,Yes,2,2001,28
209,0,White,Male,0,West,Yes,Yes,1,2004,23
210,0,White,Male,1,West,Yes,No,1,2001,22
211,0,White,Male,1,North,Yes,Yes,0,2002,19
212,0,White,Male,2,West,No,Yes,0,2006,32
213,0,White,Male,0,West,Yes,Yes,4,2004,25
214,0,Black,Male,2,North,Yes,Yes,0,2006,21
215,0,Black,Male,2,West,Yes,Yes,2,2002,20
216,0,White,Male,2,North,Yes,Yes,2,2002,42
217,0,White,Male,1,South,Yes,Yes,0,2002,20
218,0,White,Male,1,North,Yes,Yes,0,2006,25
219,0,White,Female,1,West,Yes,Yes,1,2004,21
220,0,White,Male,0,West,No,Yes,0,2003,23
221,0,White,Male,2,North,Yes,Yes,4,2006,37
222,0,Black,Male,2,West,No,Yes,3,2003,22
223,1,White,Male,0,West,Yes,Yes,2,2003,16
224,0,Black,Male,0,South,Yes,Yes,4,2002,29
225,1,White,Male,0,North,No,No,2,2001,19
226,0,White,Male,0,North,No,Yes,3,2002,40
227,0,White,Male,1,South,Yes,Yes,0,2006,57
228,0,White,Male,0,North,Yes,No,0,2006,22
229,1,White,Male,0,East,Yes,Yes,0,2003,19
230,0,White,Male,2,West,Yes,Yes,0,2002,18
231,0,White,Male,2,West,Yes,No,0,2006,22
232,1,Black,Female,1,West,Yes,Yes,0,2002,25
233,0,White,Male,1,East,Yes,No,0,2001,20
234,1,Black,Male,0,North,No,No,1,2003,49
235,0,Black,Male,0,East,No,Yes,5,2005,36
236,0,White,Male,2,West,Yes,Yes,0,2003,21
237,0,White,Male,0,East,No,Yes,2,2004,26
238,0,White,Male,2,North,Yes,Yes,4,2003,22
239,0,White,Male,0,West,Yes,Yes,1,2003,21
240,0,White,Male,1,West,Yes,Yes,3,2004,25
241,0,White,Male,0,West,Yes,Yes,1,2005,19
242,0,White,Male,0,South,Yes,Yes,4,2005,23
243,0,White,Female,0,South,Yes,Yes,2,2005,22
244,1,Black,Male,1,East,No,No,4,2004,22
245,1,White,Male,1,North,Yes,Yes,0,2003,26
246,1,Black,Male,0,South,No,No,4,2005,23
247,0,Black,Female,1,East,Yes,Yes,2,2004,25
248,0,White,Male,2,West,Yes,Yes,4,2003,20
249,0,Black,Male,1,South,No,Yes,3,2005,23
250,0,White,Male,1,North,Yes,Yes,1,2004,19
251,1,Black,Male,1,West,No,No,5,2004,18
252,0,Black,Male,2,South,Yes,Yes,0,2004,23
253,0,White,Male,0,East,Yes,No,4,2001,31
254,0,White,Male,2,West,Yes,Yes,0,2006,19
255,0,White,Male,1,West,Yes,Yes,2,2004,35
256,0,White,Male,2,East,No,No,0,2001,24
257,0,White,Male,0,North,Yes,Yes,0,2005,21
258,0,Black,Male,0,South,Yes,Yes,4,2003,23
259,1,Black,Male,0,West,Yes,Yes,4,2004,18
260,0,White,Male,2,East,Yes,Yes,0,2002,20
261,0,Black,Male,0,North,Yes,Yes,1,2002,33
262,0,White,Male,2,West,Yes,Yes,4,2004,26
263,0,White,Male,0,East,No,Yes,3,2001,33
264,0,White,Male,1,South,Yes,Yes,3,2003,18
265,0,Black,Male,2,West,Yes,Yes,0,2006,16
266,0,White,Male,0,South,Yes,Yes,0,2004,23
267,0,White,Male,2,North,Yes,Yes,0,2003,19
268,0,White,Male,2,West,Yes,Yes,4,2003,22
269,0,White,Male,2,North,No,Yes,4,2003,21
270,0,White,Male,1,West,Yes,Yes,0,2003,44
271,0,White,Male,2,West,Yes,Yes,2,2003,15
272,0,White,Male,1,North,Yes,Yes,0,2002,19
273,0,White,Male,2,South,Yes,Yes,2,2003,23
274,0,White,Male,0,South,Yes,Yes,0,2003,31
275,0,White,Male,2,North,Yes,Yes,1,2004,15
276,0,White,Male,0,North,Yes,Yes,0,2005,25
277,0,White,Male,2,North,Yes,Yes,2,2005,22
278,0,White,Male,2,North,Yes,Yes,3,2003,24
279,1,Black,Male,0,North,Yes,Yes,3,2005,22
280,0,White,Male,0,East,Yes,Yes,3,2004,17
281,0,Black,Male,1,West,Yes,Yes,4,2002,26
282,0,White,Male,1,North,Yes,Yes,1,2003,37
283,0,Black,Male,1,North,Yes,Yes,1,2005,18
284,0,White,Male,2,East,Yes,No,3,2001,25
285,1,White,Male,1,East,No,Yes,2,2006,31
286,0,White,Male,2,West,Yes,Yes,1,2003,20
287,0,Black,Male,1,South,No,Yes,1,2005,28
288,1,Black,Male,2,West,Yes,No,1,2002,17
289,0,White,Male,1,North,Yes,Yes,3,2003,24
290,0,White,Male,1,East,Yes,No,0,2003,40
291,1,Black,Male,2,East,Yes,No,4,2003,40
292,0,White,Male,0,West,Yes,Yes,2,2003,19
293,0,White,Male,2,West,Yes,Yes,3,2005,21
294,0,White,Male,1,East,Yes,Yes,0,2004,15
295,0,White,Male,2,West,Yes,Yes,1,2005,24
296,1,White,Male,0,East,Yes,Yes,0,2005,31
297,0,White,Male,1,West,Yes,Yes,0,2003,30
298,0,White,Male,0,West,Yes,Yes,0,2001,19
299,0,White,Male,0,East,Yes,Yes,2,2002,22
300,0,White,Male,0,East,Yes,Yes,1,2002,21
301,0,White,Male,2,North,Yes,Yes,0,2003,22
302,0,White,Male,2,North,Yes,Yes,1,2002,24
303,0,White,Male,0,South,No,Yes,2,2005,31
304,1,White,Male,1,South,Yes,Yes,1,2003,29
305,0,White,Female,0,West,Yes,No,0,2005,18
306,0,White,Male,2,North,Yes,Yes,0,2006,23
307,0,Black,Male,2,East,Yes,Yes,4,2004,26
308,0,Black,Male,0,North,Yes,Yes,4,2003,44
309,1,Black,Male,0,North,No,Yes,3,2003,26
310,0,White,Male,0,North,Yes,Yes,0,2003,19
311,1,Black,Male,1,West,No,Yes,2,2002,29
312,0,White,Male,1,West,Yes,Yes,0,2003,30
313,0,White,Male,0,South,Yes,Yes,1,2003,22
314,0,White,Male,0,South,No,Yes,3,2004,34
315,1,Black,Male,0,North,Yes,No,0,2002,26
316,0,White,Female,2,North,Yes,Yes,1,2005,18
317,0,Black,Male,2,West,Yes,Yes,3,2002,38
318,0,White,Male,1,North,Yes,Yes,0,2005,19
319,0,White,Male,1,West,Yes,Yes,2,2004,18
320,0,White,Male,1,North,Yes,No,0,2001,17
321,0,White,Male,1,North,Yes,No,3,2005,31
322,0,White,Male,0,West,Yes,Yes,0,2002,43
323,0,White,Male,2,South,Yes,Yes,4,2003,30
324,0,White,Male,0,West,Yes,Yes,0,2002,18
325,0,White,Female,2,East,Yes,No,0,2001,32
326,0,Black,Male,1,North,Yes,Yes,0,2002,19
327,0,White,Male,2,South,Yes,Yes,1,2003,18
328,0,Black,Female,0,West,Yes,Yes,0,2005,23
329,0,Black,Male,0,West,Yes,Yes,0,2002,19
330,0,White,Male,0,South,Yes,No,3,2001,21
331,0,White,Male,0,West,Yes,Yes,0,2003,24
332,0,White,Male,2,North,Yes,No,3,2001,43
333,0,White,Male,2,South,Yes,Yes,1,2004,37
334,1,White,Male,2,South,Yes,Yes,3,2004,32
335,0,White,Male,0,West,Yes,Yes,0,2002,23
336,0,Black,Male,1,West,No,No,1,2003,23
337,0,White,Male,0,West,Yes,Yes,0,2004,24
338,1,White,Male,0,West,Yes,Yes,0,2003,15
339,0,White,Female,1,North,Yes,Yes,0,2006,15
340,0,Black,Male,0,North,Yes,Yes,2,2005,37
341,0,Black,Female,1,South,No,No,1,2001,30
342,0,Black,Male,1,West,Yes,Yes,3,2004,20
343,0,White,Male,1,South,Yes,Yes,2,2003,23
344,0,Black,Male,1,South,Yes,No,1,2004,23
345,0,White,Female,2,North,Yes,Yes,0,2004,18
346,1,White,Male,0,West,Yes,Yes,3,2004,25
347,0,White,Male,2,South,Yes,Yes,0,2003,25
348,0,White,Female,1,West,Yes,Yes,0,2003,29
349,0,White,Male,0,West,Yes,Yes,2,2004,18
350,0,White,Female,0,East,Yes,Yes,0,2005,22
351,0,White,Male,1,North,Yes,No,3,2005,65
352,1,Black,Male,0,North,No,No,2,2004,18
353,1,Black,Male,0,West,No,No,6,2004,23
354,0,White,Male,2,North,No,Yes,2,2005,41
355,0,White,Male,0,South,Yes,Yes,1,2005,16
356,0,White,Male,0,North,Yes,Yes,0,2005,19
357,0,Black,Male,0,East,Yes,Yes,0,2001,15
358,0,White,Male,2,North,Yes,Yes,2,2004,20
359,0,Black,Female,0,West,No,Yes,2,2005,42
360,1,Black,Male,1,West,Yes,No,2,2004,36
361,0,White,Male,2,South,Yes,Yes,0,2005,27
362,1,Black,Male,2,South,Yes,Yes,0,2003,18
363,0,White,Male,1,South,Yes,Yes,4,2003,23
364,0,White,Male,0,West,Yes,Yes,0,2002,19
365,0,Black,Male,2,North,Yes,Yes,2,2002,19
366,1,Black,Male,0,East,Yes,Yes,5,2005,16
367,0,White,Male,0,North,Yes,Yes,2,2002,19
368,1,White,Female,1,East,Yes,Yes,0,2001,30
369,0,Black,Male,0,West,Yes,Yes,2,2005,18
370,0,White,Male,2,South,Yes,Yes,0,2003,29
371,0,White,Male,0,South,No,Yes,4,2003,36
372,0,Black,Male,2,North,Yes,Yes,3,2005,22
373,0,Black,Male,0,North,Yes,Yes,1,2003,26
374,0,White,Male,0,East,No,Yes,1,2003,30
375,1,White,Male,1,North,Yes,Yes,2,2005,24
376,0,White,Male,0,South,Yes,Yes,0,2003,19
377,0,Black,Male,2,South,Yes,Yes,0,2005,20
378,0,White,Male,1,West,Yes,Yes,3,2004,24
379,0,White,Male,2,East,Yes,Yes,0,2005,18
380,0,White,Male,2,West,Yes,Yes,1,2001,28
381,0,White,Male,1,North,Yes,Yes,0,2004,17
382,0,Black,Male,2,North,Yes,No,4,2001,24
383,0,White,Male,0,West,Yes,No,3,2001,54
384,0,White,Male,2,West,Yes,Yes,2,2005,37
385,0,Black,Male,0,East,Yes,No,2,2003,24
386,0,White,Female,2,East,Yes,Yes,0,2003,29
387,0,Black,Male,1,North,Yes,Yes,3,2006,27
388,0,White,Male,2,North,Yes,Yes,0,2005,16
389,0,White,Male,0,South,Yes,Yes,0,2004,23
390,1,Black,Male,2,West,Yes,No,4,2006,35
391,1,White,Male,0,West,No,Yes,0,2003,40
392,0,White,Male,1,South,Yes,Yes,3,2005,21
393,0,White,Male,2,West,Yes,Yes,1,2005,18
394,1,White,Male,0,West,Yes,Yes,4,2002,17
395,0,White,Male,1,West,Yes,Yes,0,2003,21
396,0,White,Male,0,South,Yes,Yes,3,2004,29
397,0,White,Male,1,West,Yes,Yes,0,2003,21
398,0,White,Male,0,East,Yes,Yes,0,2002,22
399,0,White,Male,0,North,Yes,Yes,1,2004,22
400,0,Black,Male,0,South,Yes,Yes,0,2005,42
401,0,White,Female,1,West,Yes,Yes,0,2004,34
402,0,White,Male,2,North,Yes,Yes,3,2005,37
403,1,White,Male,1,West,Yes,Yes,0,2005,15
404,0,White,Male,0,South,Yes,Yes,2,2004,21
405,1,Black,Male,2,East,No,No,0,2001,17
406,1,Black,Male,2,South,No,Yes,4,2006,21
407,0,White,Male,2,North,Yes,Yes,2,2004,20
408,0,White,Male,1,West,Yes,Yes,0,2005,19
409,0,Black,Male,0,West,Yes,Yes,0,2004,29
410,0,White,Male,2,South,No,Yes,1,2003,17
411,1,White,Male,2,East,No,No,5,2001,38
412,1,Black,Male,1,North,Yes,Yes,3,2004,21
413,0,White,Male,0,North,Yes,Yes,1,2004,21
414,0,White,Male,0,North,No,Yes,3,2002,36
415,0,White,Male,2,South,Yes,Yes,1,2003,34
416,1,White,Male,0,South,No,Yes,4,2003,22
417,0,White,Female,1,South,Yes,Yes,0,2002,25
418,1,Black,Male,1,North,No,Yes,3,2002,25
419,1,White,Male,1,South,Yes,Yes,3,2004,46
420,0,White,Male,1,East,Yes,Yes,0,2004,42
421,0,White,Male,0,West,Yes,Yes,0,2004,15
422,0,Black,Male,2,West,Yes,Yes,3,2005,62
423,0,White,Male,0,North,Yes,Yes,2,2003,23
424,1,White,Male,1,South,No,Yes,3,2003,34
425,0,White,Male,1,South,Yes,Yes,4,2005,16
426,0,White,Male,2,West,Yes,Yes,1,2004,23
427,0,White,Female,1,South,Yes,Yes,0,2003,16
428,0,Black,Male,1,North,No,No,3,2001,24
429,0,White,Male,0,South,Yes,Yes,0,2003,36
430,0,White,Male,0,South,No,Yes,0,2004,19
431,0,White,Male,1,South,No,No,0,2002,17
432,0,Black,Male,2,West,Yes,Yes,0,2005,26
433,0,Black,Male,1,South,Yes,Yes,3,2002,45
434,0,White,Male,0,South,Yes,Yes,4,2004,22
435,0,White,Male,2,West,No,Yes,0,2003,46
436,0,Black,Male,2,North,Yes,Yes,3,2006,29
437,0,Black,Male,2,West,No,No,0,2004,24
438,0,White,Male,0,South,Yes,Yes,1,2006,16
439,0,White,Male,2,South,Yes,Yes,1,2002,25
440,0,Black,Male,1,East,Yes,No,2,2002,38
441,1,White,Male,1,North,No,Yes,2,2005,19
442,0,White,Female,0,North,Yes,No,0,2001,38
443,1,Black,Male,0,West,Yes,No,0,2003,20
444,0,White,Male,2,South,Yes,Yes,2,2004,24
445,0,White,Male,0,East,Yes,Yes,3,2004,38
446,0,White,Male,2,East,Yes,Yes,3,2005,24
447,0,White,Male,2,East,No,No,1,2003,30
448,0,White,Male,1,East,Yes,Yes,1,2003,20
449,0,Black,Male,0,North,No,No,1,2003,19
450,0,White,Male,0,South,Yes,No,2,2001,17
451,1,Black,Male,1,East,Yes,Yes,4,2003,27
452,1,White,Male,2,North,Yes,Yes,1,2005,22
453,0,White,Female,0,South,Yes,Yes,0,2005,16
454,0,White,Male,1,North,Yes,Yes,4,2004,35
455,0,White,Male,0,South,Yes,Yes,0,2003,18
456,0,Black,Male,1,West,Yes,Yes,2,2002,29
457,0,White,Male,1,West,Yes,Yes,0,2003,19
458,0,White,Male,0,West,Yes,Yes,1,2004,18
459,0,White,Male,2,South,Yes,Yes,0,2004,19
460,0,White,Male,0,East,Yes,Yes,0,2005,18
461,1,Black,Male,0,South,Yes,Yes,5,2005,24
462,0,Black,Male,0,West,Yes,Yes,2,2003,19
463,0,White,Male,0,West,Yes,Yes,4,2005,22
464,0,Black,Male,0,South,Yes,Yes,0,2005,16
465,0,White,Male,2,North,Yes,Yes,0,2005,19
466,0,White,Male,0,East,Yes,Yes,2,2005,24
467,0,White,Male,0,West,Yes,No,0,2001,48
468,0,White,Male,1,East,Yes,Yes,2,2006,16
469,0,White,Male,0,West,Yes,Yes,3,2002,29
470,0,Black,Male,0,East,Yes,Yes,2,2004,25
471,0,White,Male,1,South,Yes,Yes,0,2004,19
472,0,White,Male,0,West,Yes,Yes,0,2002,25
473,0,White,Male,2,East,Yes,Yes,4,2005,37
474,0,White,Male,1,East,Yes,Yes,3,2001,19
475,0,White,Male,0,West,Yes,Yes,2,2005,36
476,1,White,Male,1,South,No,Yes,1,2005,46
477,0,Black,Male,2,West,No,Yes,0,2006,23
478,0,Black,Male,2,North,Yes,Yes,2,2002,21
479,0,White,Male,1,North,Yes,Yes,2,2002,35
480,0,White,Male,2,North,No,Yes,5,2001,20
481,1,White,Male,0,East,No,No,4,2001,28
482,0,White,Male,2,West,Yes,No,0,2001,27
483,0,White,Male,0,North,Yes,Yes,2,2002,19
484,0,White,Male,0,North,Yes,Yes,2,2004,20
485,0,White,Male,1,West,Yes,Yes,1,2001,20
486,0,White,Male,0,West,Yes,Yes,2,2002,40
487,0,White,Male,0,North,No,No,2,2001,49
488,0,White,Male,0,East,Yes,Yes,3,2004,43
489,0,White,Male,0,North,Yes,Yes,2,2004,35
490,0,White,Male,1,North,Yes,Yes,0,2001,19
491,0,White,Male,1,North,Yes,Yes,1,2002,19
492,1,Black,Male,0,South,Yes,No,3,2005,22
493,0,White,Male,0,North,No,Yes,2,2005,36
494,0,Black,Male,0,North,Yes,Yes,0,2004,26
495,1,White,Male,0,North,Yes,Yes,3,2004,36
496,0,White,Male,0,South,No,Yes,0,2003,43
497,0,White,Male,0,West,Yes,Yes,3,2003,17
498,0,Black,Male,1,West,Yes,Yes,0,2004,25
499,0,White,Male,1,North,Yes,Yes,0,2002,37
500,0,White,Male,1,West,Yes,No,0,2004,29
501,1,White,Male,2,West,Yes,Yes,3,2001,20
502,1,Black,Male,0,North,No,No,3,2001,38
503,0,Black,Male,0,North,Yes,Yes,0,2005,24
504,0,White,Female,1,North,Yes,Yes,0,2003,21
505,1,White,Male,2,North,No,Yes,2,2003,33
506,0,White,Male,2,West,No,No,4,2001,30
507,0,Black,Female,0,North,Yes,Yes,0,2002,20
